[835, 859, 882, 998, 62, 724, 466, 600, 379, 827, 973, 63, 236, 686, 508, 185, 345, 100, 512, 996, 966, 216, 200, 650, 944, 850, 42, 181, 632, 696, 634, 62, 505, 314, 241, 710, 140, 291, 220, 720, 733, 643, 712, 622, 129, 850, 607, 463, 126, 342, 882, 459, 976, 173, 444, 461, 420, 590, 110, 911, 106, 466, 860, 452, 44, 232, 851, 30, 341, 462, 493, 639, 712, 92, 915, 117, 334, 378, 717, 255, 659, 769, 673, 524, 86, 855, 838, 491, 211, 748, 20, 236, 271, 602, 907, 174, 160, 145, 396, 274]
[145, 160, 174, 271, 62, 236, 20, 211, 86, 255, 117, 63, 236, 92, 30, 185, 232, 100, 44, 106, 110, 216, 200, 173, 126, 129, 42, 181, 220, 140, 241, 62, 274, 314, 634, 710, 696, 291, 632, 720, 733, 643, 712, 622, 850, 850, 607, 463, 944, 342, 882, 459, 976, 650, 444, 461, 420, 590, 966, 911, 996, 466, 860, 452, 512, 345, 851, 508, 341, 462, 493, 639, 712, 686, 915, 973, 334, 378, 717, 827, 659, 769, 673, 524, 379, 855, 838, 491, 600, 748, 466, 724, 998, 602, 907, 882, 859, 835, 396, 505]
[42, 44, 30, 20, 62, 62, 271, 211, 86, 255, 117, 63, 236, 92, 174, 185, 232, 100, 160, 106, 110, 216, 200, 173, 126, 129, 145, 181, 220, 140, 241, 236, 274, 314, 634, 710, 696, 291, 632, 720, 733, 643, 712, 622, 850, 850, 607, 463, 944, 342, 882, 459, 976, 650, 444, 461, 420, 590, 966, 911, 996, 466, 860, 452, 512, 345, 851, 508, 341, 462, 493, 639, 712, 686, 915, 973, 334, 378, 717, 827, 659, 769, 673, 524, 379, 855, 838, 491, 600, 748, 466, 724, 998, 602, 907, 882, 859, 835, 396, 505]
[42, 44, 30, 20, 62, 62, 271, 211, 86, 255, 117, 63, 236, 92, 174, 185, 232, 100, 160, 106, 110, 216, 200, 173, 126, 129, 145, 181, 220, 140, 241, 236, 274, 314, 634, 710, 696, 291, 632, 720, 733, 643, 712, 622, 850, 850, 607, 463, 944, 342, 882, 459, 976, 650, 444, 461, 420, 590, 966, 911, 996, 466, 860, 452, 512, 345, 851, 508, 341, 462, 493, 639, 712, 686, 915, 973, 334, 378, 717, 827, 659, 769, 673, 524, 379, 855, 838, 491, 600, 748, 466, 724, 998, 602, 907, 882, 859, 835, 396, 505]
[20, 44, 30, 42, 62, 62, 271, 211, 86, 255, 117, 63, 236, 92, 174, 185, 232, 100, 160, 106, 110, 216, 200, 173, 126, 129, 145, 181, 220, 140, 241, 236, 274, 314, 634, 710, 696, 291, 632, 720, 733, 643, 712, 622, 850, 850, 607, 463, 944, 342, 882, 459, 976, 650, 444, 461, 420, 590, 966, 911, 996, 466, 860, 452, 512, 345, 851, 508, 341, 462, 493, 639, 712, 686, 915, 973, 334, 378, 717, 827, 659, 769, 673, 524, 379, 855, 838, 491, 600, 748, 466, 724, 998, 602, 907, 882, 859, 835, 396, 505]
[20, 30, 42, 44, 62, 62, 271, 211, 86, 255, 117, 63, 236, 92, 174, 185, 232, 100, 160, 106, 110, 216, 200, 173, 126, 129, 145, 181, 220, 140, 241, 236, 274, 314, 634, 710, 696, 291, 632, 720, 733, 643, 712, 622, 850, 850, 607, 463, 944, 342, 882, 459, 976, 650, 444, 461, 420, 590, 966, 911, 996, 466, 860, 452, 512, 345, 851, 508, 341, 462, 493, 639, 712, 686, 915, 973, 334, 378, 717, 827, 659, 769, 673, 524, 379, 855, 838, 491, 600, 748, 466, 724, 998, 602, 907, 882, 859, 835, 396, 505]
[20, 30, 42, 44, 62, 62, 140, 211, 86, 220, 117, 63, 236, 92, 174, 185, 232, 100, 160, 106, 110, 216, 200, 173, 126, 129, 145, 181, 236, 271, 241, 255, 274, 314, 634, 710, 696, 291, 632, 720, 733, 643, 712, 622, 850, 850, 607, 463, 944, 342, 882, 459, 976, 650, 444, 461, 420, 590, 966, 911, 996, 466, 860, 452, 512, 345, 851, 508, 341, 462, 493, 639, 712, 686, 915, 973, 334, 378, 717, 827, 659, 769, 673, 524, 379, 855, 838, 491, 600, 748, 466, 724, 998, 602, 907, 882, 859, 835, 396, 505]
[20, 30, 42, 44, 62, 62, 140, 145, 86, 129, 117, 63, 126, 92, 174, 173, 110, 100, 160, 106, 181, 216, 200, 185, 236, 220, 211, 232, 236, 271, 241, 255, 274, 314, 634, 710, 696, 291, 632, 720, 733, 643, 712, 622, 850, 850, 607, 463, 944, 342, 882, 459, 976, 650, 444, 461, 420, 590, 966, 911, 996, 466, 860, 452, 512, 345, 851, 508, 341, 462, 493, 639, 712, 686, 915, 973, 334, 378, 717, 827, 659, 769, 673, 524, 379, 855, 838, 491, 600, 748, 466, 724, 998, 602, 907, 882, 859, 835, 396, 505]
[20, 30, 42, 44, 62, 62, 100, 92, 86, 63, 106, 129, 126, 145, 174, 173, 110, 140, 160, 117, 181, 216, 200, 185, 236, 220, 211, 232, 236, 271, 241, 255, 274, 314, 634, 710, 696, 291, 632, 720, 733, 643, 712, 622, 850, 850, 607, 463, 944, 342, 882, 459, 976, 650, 444, 461, 420, 590, 966, 911, 996, 466, 860, 452, 512, 345, 851, 508, 341, 462, 493, 639, 712, 686, 915, 973, 334, 378, 717, 827, 659, 769, 673, 524, 379, 855, 838, 491, 600, 748, 466, 724, 998, 602, 907, 882, 859, 835, 396, 505]
[20, 30, 42, 44, 62, 62, 63, 92, 86, 100, 106, 129, 126, 145, 174, 173, 110, 140, 160, 117, 181, 216, 200, 185, 236, 220, 211, 232, 236, 271, 241, 255, 274, 314, 634, 710, 696, 291, 632, 720, 733, 643, 712, 622, 850, 850, 607, 463, 944, 342, 882, 459, 976, 650, 444, 461, 420, 590, 966, 911, 996, 466, 860, 452, 512, 345, 851, 508, 341, 462, 493, 639, 712, 686, 915, 973, 334, 378, 717, 827, 659, 769, 673, 524, 379, 855, 838, 491, 600, 748, 466, 724, 998, 602, 907, 882, 859, 835, 396, 505]
[20, 30, 42, 44, 62, 62, 63, 92, 86, 100, 106, 129, 126, 145, 174, 173, 110, 140, 160, 117, 181, 216, 200, 185, 236, 220, 211, 232, 236, 271, 241, 255, 274, 314, 634, 710, 696, 291, 632, 720, 733, 643, 712, 622, 850, 850, 607, 463, 944, 342, 882, 459, 976, 650, 444, 461, 420, 590, 966, 911, 996, 466, 860, 452, 512, 345, 851, 508, 341, 462, 493, 639, 712, 686, 915, 973, 334, 378, 717, 827, 659, 769, 673, 524, 379, 855, 838, 491, 600, 748, 466, 724, 998, 602, 907, 882, 859, 835, 396, 505]
[20, 30, 42, 44, 62, 62, 63, 86, 92, 100, 106, 129, 126, 145, 174, 173, 110, 140, 160, 117, 181, 216, 200, 185, 236, 220, 211, 232, 236, 271, 241, 255, 274, 314, 634, 710, 696, 291, 632, 720, 733, 643, 712, 622, 850, 850, 607, 463, 944, 342, 882, 459, 976, 650, 444, 461, 420, 590, 966, 911, 996, 466, 860, 452, 512, 345, 851, 508, 341, 462, 493, 639, 712, 686, 915, 973, 334, 378, 717, 827, 659, 769, 673, 524, 379, 855, 838, 491, 600, 748, 466, 724, 998, 602, 907, 882, 859, 835, 396, 505]
[20, 30, 42, 44, 62, 62, 63, 86, 92, 100, 106, 110, 117, 145, 174, 173, 129, 140, 160, 126, 181, 216, 200, 185, 236, 220, 211, 232, 236, 271, 241, 255, 274, 314, 634, 710, 696, 291, 632, 720, 733, 643, 712, 622, 850, 850, 607, 463, 944, 342, 882, 459, 976, 650, 444, 461, 420, 590, 966, 911, 996, 466, 860, 452, 512, 345, 851, 508, 341, 462, 493, 639, 712, 686, 915, 973, 334, 378, 717, 827, 659, 769, 673, 524, 379, 855, 838, 491, 600, 748, 466, 724, 998, 602, 907, 882, 859, 835, 396, 505]
